tweet_no	tweet_id
672	1255038661197996033
673	1238486548271808515
674	1270213193416220672
675	1251386218904006657
676	1245964012015288320
677	1258671477706162176
678	1294347150776819714
679	1257569050814746625
680	1251160560038637575
681	1261897267184914433
682	1264804494572957696
683	1247138897311731712
684	1291116710548901888
685	1247494101131558912
686	1256288386324860930
687	1278945860647358466
688	1256445822054653954
689	1244576996795047937
690	1248553201181372418
691	1268544290524991493
692	1261260700443463680
693	1250083668514799618
694	1298141043385405441
695	1250498474166140928
696	1289151485268262917
697	1253204027501928448
698	1255754613187362816
699	1237300591967318017
700	1273858567951585285
701	1295349274834800640
702	1288800283448025088
703	1261183198010257408
704	1273380303046918146
705	1270248756227735552
706	1245321784590602245
707	1253597755064430596
708	1262719560471531521
709	1242033197648678913
710	1272484854412779520
711	1264648117397286913
712	1257407943315685378
713	1299065223622656000
714	1242757951586217984
715	1246313590174466049
716	1239992269522026497
717	1258683254703611904
718	1299030224106131457
719	1264462858957533184
720	1239455390556925953
721	1232311899607289857
722	1259067840713252865
723	1275658404313391104
724	1264096343028649984
725	1243215701344690181
726	1247800370807488513
727	1249272908385529857
728	1291663248140447745
729	1253565002272866304
730	1257175788895567877
731	1293549194758598657
732	1298637237714911232
733	1245773593868480515
734	1293480332453466113
735	1294514541422759936
736	1265935157258850309
737	1274241358656614400
738	1251880275614842882
739	1265169683876962310
740	1242444528612773888
741	1260909244167131136
742	1299392905921134592
743	1254426264707960837
744	1259914555259383814
745	1257193244653309952
746	1294139488382279681
747	1283697008210071552
748	1252834450896850958
749	1250001864160141312
750	1246338776097599488
751	1283693701978619905
752	1256809788371087361
753	1261212346053206017
754	1245777145772888065
755	1249347838963855363
756	1265229105001349121
757	1294206103077691392
758	1254650283340238849
759	1247767381448904707
760	1262992769477419008
761	1247478314060648448
762	1278994830253871106
763	1268964204171661317
764	1260932746861350912
765	1274628197896896512
766	1270404757199499270
767	1245669920597250048
768	1259353206603288585
769	1257930140144844800
770	1288883683164852226
771	1295891276148211713
772	1236633699518763009
773	1250697224868311040
774	1232896008012673027
775	1249710857988251648
776	1252610275645284352
777	1287618554792116224
778	1294989018673942529
779	1284581660827308033
780	1290874119156895744
781	1299368208399577090
782	1257228057330569216
783	1265996258864488448
784	1257934765040250880
785	1252523982139637761
786	1267776012282146816
787	1290911704960978945
788	1280739280562925568
789	1293471520652697600
790	1294173517198569473
791	1245352648972304386
792	1241241773797715968
793	1270589542119112704
794	1247584267246260224
795	1253328065192587270
796	1273481904403165184
797	1293500124358991878
798	1248159451271569410
799	1279824732741869571
800	1254328328359759872
801	1262708578986713088
802	1280121811636805636
803	1253944545181655040
804	1243433147112591360
805	1288890293358669826
806	1252464172421521408
807	1278321233415884805
808	1263517135810281472
809	1246358133208997890
810	1296319435502792705
811	1250653392336273408
812	1246024875183157248
813	1273934434371174400
814	1250805429581393922
815	1259147536704720897
816	1242101623113035777
817	1271775205610844161
818	1291703029218058240
819	1292090030249385987
820	1247041729104150528
821	1238591405439803392
822	1253946981128470530
823	1248517756439474177
824	1265238797354242048
825	1240222046090604545
826	1257925609684119554
827	1288814858104791040
828	1253799785003393031
829	1262991854779412481
830	1253668938505912322
831	1254017550309941248
832	1277874575418822657
833	1299637887105982464
834	1265158232261214209
835	1256636448469479424
836	1265898109688786950
837	1246354006106148865
838	1237019838129856512
839	1280744075168284673
840	1264492656345993217
841	1258193516808847361
842	1274952692717232129
843	1265625646899900423
844	1278592610966425601
845	1240240065319763968
846	1282492191919800320
847	1251198049768128512
848	1249068221434601472
849	1297765670910857216
850	1295949527577505797
851	1273183020984532992
852	1261557959563317248
853	1255081557733359616
854	1262043714764992512
855	1290960762589122560
856	1260993729193807874
857	1250177960990162946
858	1285886947995668482
859	1282295155945545729
860	1282678171742212096
861	1252148635934040065
862	1297793215261802496
863	1260418758830690311
864	1278581307488911361
865	1270660292209500160
866	1271712368779825153
867	1249336478871805952
868	1274054049252474880
869	1249033827063861254
870	1281127413393567744
871	1248107816507883520
872	1273631931696123905
873	1253566386313531392
874	1247548186643890177
875	1295338826513162241
876	1234027000534355971
877	1248839645452001281
878	1254709539158581248
879	1270704539621101569
880	1284724179170975751
881	1226173925396242435
882	1290906481261453312
883	1261931345598574595
884	1297849976651952128
885	1280013786364215297
886	1245688583274594305
887	1279467262236340225
888	1272783636149022720
889	1294541509090476032
890	1276509193051275271
891	1256480158753738753
892	1296530938139160577
893	1255768199498551305
894	1290897276400001024
895	1239786665058734083
896	1254125920916516864
897	1241259339807162368
898	1236421411176136705
899	1281619660715298817
900	1278278753618190336
901	1241280671726919680
902	1272208523083091971
903	1226618354867281922
904	1253308993939935233
905	1287403186056081409
906	1269133847368814593
907	1271414141618708480
908	1263772360512909313
909	1256566222684069890
910	1260451169492701186
911	1273879038717833216
912	1265906122763972608
913	1253213651735101440
914	1255148321624084481
915	1280139691233247233
916	1257221877619097600
917	1287751820937498630
918	1289095699158781952
919	1259341747366301700
920	1265937110080651270
921	1262633912997687296
922	1260077817380974597
923	1248566627488145411
924	1255404129154994178
925	1248732252726611971
926	1285674956987277312
927	1281153819364204544
928	1246130898216550401
929	1273887505339813890
930	1246117292938858496
931	1264814550282653698
932	1281918824921481217
933	1245422184518074368
934	1280816046941880320
935	1261198876796731393
936	1247811757311234053
937	1254008179857543169
938	1296858161178128384
939	1251100775830433792
940	1241787285072461830
941	1244212671077105664
942	1251772368315461632
943	1257671802920337414
944	1282261664029724673
945	1268131155720712197
946	1249034027903877125
947	1268827493315891201
948	1260264142226821120
949	1280401952657063936
950	1269347206311665664
951	1284693881158864897
952	1262382567375978500
953	1259207795452325889
954	1285507027754717185
955	1285542549646606336
956	1296703071209299968
957	1236766741738524672
958	1238731919275278336
959	1277978891571785728
960	1243823313824231424
961	1273512155485073409
962	1257579243917238272
963	1232331420493897729
964	1288310528494964736
965	1255632101623369730
966	1232382142929391618
967	1254028933932122112
968	1281544837657817089
969	1274721069027467266
970	1251415643531939840
971	1295703860087062528
972	1290915932089602050
973	1257995876347318273
974	1255587321514254340
975	1267394375623102464
976	1239626098616475648
977	1254785965710704642
978	1237019303922319367
979	1286562538839212032
980	1290177997379641344
981	1294168443177107456
982	1253532674951610369
983	1269967632243003394
984	1261188828313849862
985	1250794099646566401
986	1279602283236544512
987	1242362777462878210
988	1239829836924956672
989	1250387160424906755
990	1260526963036315648
991	1278956571507208192
992	1271293501871980555
993	1247866932671455232
994	1237992606648406016
995	1245391500785131521
996	1258241965004656641
997	1281528283327340547
998	1273246163907629057
999	1286623715640381440
1000	1268127870645403649
1001	1273175884422434820
1002	1236547430931410944
1003	1274692037573566468
1004	1280727066070130688
1005	1250377999716933632
1006	1299044200558874631
1007	1249367180996558850
1008	1232217450378334208
1009	1275010666466869249
1010	1251018966904045572
1011	1286280946594058245
1012	1224425236877266950
1013	1258627533895016448
1014	1247097743329370114
1015	1225643674370883584
1016	1247196076467261440
1017	1238018049229406208
1018	1268674780099604480
1019	1274815827997528066
1020	1293958590311604226
1021	1299260953574477826
1022	1293780194147405825
1023	1257734058173517824
1024	1276406490069372929
1025	1258049416176504833
1026	1280496063850438656
1027	1281831051556421632
1028	1248463993410211842
1029	1242919604588077058
1030	1259725533442715648
1031	1264108555478523905
1032	1251140895128215555
1033	1256532048833118208
1034	1236332682113622019
1035	1296432060878520320
1036	1253578153382952962
1037	1295259060313432068
1038	1298178529486610432
1039	1245680609554554886
1040	1262366930884874241
1041	1239640019834474498
1042	1263449959153762304
1043	1252196949542883328
1044	1267388690428461057
1045	1268632362360979456
1046	1254746543262969865
1047	1256874721456672769
1048	1265213706092380161
1049	1251399125725261824
1050	1249678050482102272
1051	1269525572012646411
1052	1280843977323921411
1053	1239223286048980999
1054	1251438084929081345
1055	1239795217143943172
1056	1271058443835789315
1057	1276237701482713091
1058	1250428428894928896
1059	1299326305557770240
1060	1264818446820392961
1061	1242793528134074368
1062	1256803498118844416
1063	1271338849885716480
1064	1284380170049277954
1065	1237296084340350976
1066	1275732442846986249
1067	1258369756261908480
1068	1282564033674084352
1069	1290749087315374082
1070	1279227227939442689
1071	1271722611328704512
1072	1260094702096965632
1073	1260121906289704960
1074	1276436836005617664
1075	1300374449380831234
1076	1254310614207430657
1077	1287008257794596864
1078	1274976916869722113
1079	1252543109143105537
1080	1268918598493515776
1081	1256967780311728132
1082	1247881307176173568
1083	1284060769252814848
1084	1260436612745441288
1085	1257578766731223040
1086	1273862491332923392
1087	1242808371314556933
1088	1293975873461325824
1089	1247434422296682497
1090	1250759250290323456
1091	1293578509722333184
1092	1285505002669256704
1093	1284737699589623809
1094	1236636723494506496
1095	1252136118990057472
1096	1250065219377922053
1097	1248241511369707521
1098	1259056119617662976
1099	1268803433303334915
1100	1293458217750736896
1101	1288722785553076226
1102	1250721714830553088
1103	1249763321206710278
1104	1243136487639613445
1105	1238003013098364928
1106	1239299722977968135
1107	1259541086378352640
1108	1244274023443451905
1109	1255768859321274373
1110	1287680752558182400
1111	1282274466513530880
1112	1253635881124184069
1113	1266607651867242499
1114	1240526099769163776
1115	1268279038130470917
1116	1298199212094414850
1117	1271463422207635458
1118	1232724703321653249
1119	1245672766579380225
1120	1228747974341222406
1121	1254651452301033480
1122	1246054271382179841
1123	1287666455727812609
1124	1260802567895949313
1125	1293974813279768577
1126	1282293069673410560
1127	1299273374401785857
1128	1249697659327307782
1129	1247194403913043970
1130	1281112199809978369
1131	1244980543034396672
1132	1272253862179753991
1133	1260105788682575872
1134	1254501116622110720
1135	1251418954943401984
1136	1245324958185787395
1137	1277572082465980416
1138	1265511738302246913
1139	1275710847113977856
1140	1253000715758436353
1141	1256687144053153795
1142	1229895860030496774
1143	1247948961249406984
1144	1291289527462637569
1145	1242483777701580800
1146	1265886480565768192
1147	1251372394503168001
1148	1247857189978505217
1149	1264055080392761344
1150	1271388350654697473
1151	1293850097546141696
1152	1293567258384642054
1153	1255466904225042432
1154	1244126553031815170
1155	1257251874677260297
1156	1261662184846827523
1157	1250726594844545024
1158	1258058232372887552
1159	1255473657721303043
1160	1255053827537068034
1161	1250536066311995394
1162	1242393019992674308
1163	1232224914612117509
1164	1271652155460591623
1165	1249801183885176832
1166	1246389297772625920
1167	1285068084500463617
1168	1292472644177137671
1169	1295617465825853440
1170	1278223781446717440
1171	1243549181421240325
1172	1296771251592200192
1173	1263365510177193985
1174	1249477669290496000
1175	1295255108524154881
1176	1284106247667687426
1177	1250567477383266306
1178	1265598343213916160
1179	1254288197615566849
1180	1286208907711586306
1181	1299971402901204993
1182	1256700104834273283
1183	1244525783990841344
1184	1293105517813018624
1185	1248846090927030272
1186	1259794066381864960
1187	1239648764396056579
1188	1236692408982736898
1189	1294596569090711552
1190	1287684716028715015
1191	1253635948870610944
1192	1251212766788177921
1193	1264850284796358657
1194	1239512919618060288
1195	1253192137073553408
1196	1262278546065629184
1197	1296117226978914306
1198	1240180565136965632
1199	1261603920671055873
1200	1287613614518657025
1201	1270717090148651009
1202	1233419767198965761
1203	1247095583871033345
1204	1279310007675346944
1205	1244889975361019904
1206	1262660895207022592
1207	1258329764676411393
1208	1247851017334644737
1209	1299603798680371200
1210	1260225244264103936
1211	1246242316945444866
1212	1300237702881779715
1213	1268062583585726465
1214	1293086341496999936
1215	1296030722176757760
1216	1296015712780201984
1217	1254726601310429185
1218	1282952683348013057
1219	1282947953414504449
1220	1273159592298655746
1221	1245348492777832449
1222	1300019694112440320
1223	1300294208343937029
1224	1264150874248687616
1225	1295336188270841856
1226	1268871354981453824
1227	1254252521041752066
1228	1291662376153030656
1229	1244310234811621377
1230	1254663208419438592
1231	1287061864933928960
1232	1226517670041923585
1233	1267069078780489732
1234	1247768514351345664
1235	1245198458962706432
1236	1299351646800146434
1237	1263369069958434823
1238	1298174609259454467
1239	1255817328387858432
1240	1291000661996445696
1241	1298637582595743751
1242	1270242809451360257
1243	1243515694458851329
1244	1269854056115249153
1245	1293608214748160002
1246	1296342241334755330
1247	1251842990986977282
1248	1251764695528243200
1249	1257557602675888128
1250	1284386654074150912
1251	1280401950471790598
1252	1287403160030662657
1253	1261554042712535041
1254	1274044281272111107
1255	1286602598901075968
1256	1280395182966439936
1257	1246701205897850880
1258	1295309034640343040
1259	1252638738422722561
1260	1263750841799970817
1261	1273118882736332801
1262	1269699401087430657
1263	1268785972185088001
1264	1278282119568076800
1265	1244927422807658497
1266	1255168307461750784
1267	1270255121780408320
1268	1256458122497048577
1269	1287699679296335872
1270	1257570732307099648
1271	1296145547380711424
1272	1273478428738666496
1273	1282675549702361088
1274	1248862091735379969
1275	1266247197852491777
1276	1249641051998097408
1277	1262105296656269315
1278	1245739376442826752
1279	1254746125359296514
1280	1288778650058403841
1281	1260151768643776512
1282	1280206853989978113
1283	1252660007792934912
1284	1254199020429414400
1285	1298232480105992194
1286	1253611376498683904
1287	1294635125968441344
1288	1263753975234469890
1289	1256980913675739142
1290	1255018414164361216
1291	1296046169471229952
1292	1256554466339254273
1293	1238078073549074433
1294	1294892762597335041
1295	1291668302134161408
1296	1256254312440709121
1297	1293508885052039169
1298	1286557779470233601
1299	1264474132957331456
1300	1295759269808267269
1301	1280132399167307776
1302	1273480525878120454
1303	1292334291695722496
1304	1256541936074264577
1305	1273129332999892995
1306	1295678237985714176
1307	1290534510241644545
1308	1264808743981797376
1309	1268415730866966533
1310	1279315313033711616
1311	1287726453761572867
1312	1264629641601482752
1313	1263002666378166273
1314	1292454339584438273
1315	1295232831464112132
1316	1296435233609461761
1317	1247642932485726208
1318	1278200700565151749
1319	1249586390708428801
1320	1284042237274357760
1321	1272578905044647936
1322	1252956814280478720
1323	1279005684504440836
1324	1242531782534234113
1325	1266380607896027137
1326	1244317734600654852
1327	1244236492299554819
1328	1290629435604049922
1329	1283992060433969152
1330	1254293286845587457
1331	1282556188215980034
1332	1264597468123201541
1333	1299658449899393029
1334	1260491840723341314
1335	1245262211666399233
1336	1277570210170580992
1337	1290285718087008256
1338	1296678288987959298
1339	1244165950611603457
1340	1278278164184272905
1341	1249201383326339077
1342	1278310395174948864
1343	1258374536900182022
1344	1263015247876689925
1345	1296710559858135040
1346	1250414859176554496
1347	1247794224742854659
1348	1239282115201699841
1349	1248617106414813189
1350	1286567565398028289
1351	1273504487139954688
1352	1260228684524457984
1353	1290944147428388864
1354	1260081599846256643
1355	1247782687688888323
1356	1275399935098261504
1357	1293080661784395776
1358	1294594853553274880
1359	1299280054787084289
1360	1260235860638826497
1361	1259807164492910592
