tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
58	Batman bussing tables now. Times is hard.	no					no	no
59	From this                      to this URL	no					no	no
60	Today we lost 2 colleagues, A young adult cardiology fellow &amp; a medical oncologist due to COVID-19 .  We pause to pray for them, And yet this war is just starting, with no end in sight!  We ask for your prayers  We ask our politicians to help and aggresively act for support!	yes	no	yes	no	no	no	no
61	China has 24 times more people than Italy...	yes	no	no	no	no	no	no
62	After this is all over, please remember in future job interviews to ask them what their company did to protect their employees with regards to the global COVID-19 situation. Can't be risking working for wayward companies.	no					no	no
63	my flintstones gummies from 15 years ago fighting corona   URL	yes	yes	no	no	no	no	no
64	Iceland tested its entire population. Read that again: ITS ENTIRE POPULATION.	yes		yes	no	yes	no	no
65	But bitch y’all said— URL	no					no	no
66	Hi.   Yes, it originated in China, but the technical term is Covid-19   Your mom originated from the back of a Buick Skylark, but we call her Judith  Don’t be mean.	yes	no	no	yes	no	no	no
67	Dominican Republic found the cure for Covid-19 😭 URL	yes	yes	no	no	no	no	no
68	Y’all had the gummies? I was eating that pure ROCK we ain’t built the same	no					no	no
69	The epidemiologist who helped eradicate smallpox says Trump’s early handling of COVID-19 is “is the most irresponsible act of an elected official that I've ever witnessed in my lifetime.” URL	yes	no	yes	yes	no	no	yes
70	Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fight against COVID-19 in the coming weeks. URL	no					no	no
71	celebrities making singing videos as corona virus now tops over 230k cases worldwide  URL	yes	no	yes	no	no	no	no
72	Every Senator that did insider trading after that COVID-19 briefing should immediately resign.  Yes, that applies to both parties.	no					no	no
73	ICE pretended to be doctors. There are no fucking words. Please donate if you can	yes		yes	yes	yes	yes	yes
74	Bro idk what’s going on but I agree with them. Fuck mini coopers. Small ass cars always looking like a parking spot until you get closer.	no					no	no
75	Our medical professionals are heroes putting their lives on the line to keep our country going. Here's a look at how an ER doctor who already fought on the front lines of one crisis makes it through a day in this one. A good reminder for us to help them out by staying home.	no					no	no
76	Dear Allah, please protect Gaza at all costs	no					no	no
77	president of Slovakia showing up in her corona drip, hand-tailored matching fabric surgical masks..... impeccable URL	yes	no	no	no	no	no	no
78	This episode of Black Mirror is too fucking long	no					no	no
79	This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your trifflin dirty white racist ass you big fat bitch oompa loompa body ass bitch I'm coming up there and I'm gonna beat the fuck out of you bitch	no					no	no
80	Bro these the only 3 songs I’m hearing on my TL 😂 lord take this corona away now! URL	no					no	no
81	Not all heroes wear capes, sometimes they just wear blanket then netflix n chill for 2 weeks	no					no	no
82	its always the comfortable spots hits 3G 🥺	no					no	no
83	me to corona after finding out she infected harvey weinstein URL	no					no	no
84	Germany is conducting 160k Covid-19 tests a week. It has a total 35k ventilators, 10k ordered to be made by the govt. It has converted a new 1k bed hospital in Berlin.   It’s death rate is tiny bcos it’s mass testing allows quarantine and bcos it has fewer non reported cases.	yes	no	yes	no	yes	no	yes
85	People after the covid-19 quarantine  : URL	no					no	no
86	Breaking: A child under the age of 18 has died of coronavirus in Los Angeles, public health officials announce, in what is believed to be the first child death from the virus in the US.  “A devastating reminder that COVID-19 infects people of all ages,” LA health official says.	yes	no	yes	no	yes	no	yes
87	Addressing the nation on battling the COVID-19 menace. #IndiaFightsCorona URL	no					no	no
88	Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....	yes	yes	yes	yes	yes	yes	yes
89	everyone coming out of corona as barista	no					no	no
90	.@realdonaldtrump just said: “if it were up to the doctors, they'd shut down the entire world.” Actually, if it were up to us, we'd save as many people as possible. We would follow the science &amp; evidence. We would never put politics ahead of the public's health #covid19	yes	no	no	yes	yes	no	yes
91	One of my coworkers died today from #COVID19. Not much older, great guy. We were just sitting together a couple weeks ago, talking about whatever. The next time I saw him, he was admitted to the ICU. And that was the last time I saw him.  My whole body feels numb. 💔	yes	no	no	no	no	no	no
92	If you told me on New Years that within 3 months of 2020:                                -Kobe Bryant is dead -We’d be quarantined from COVID-19 -Schools and sports are shut down -Tom Brady is a Tampa Bay Buccaneer   I would’ve legitimately thought the world was ending.	yes	no	no	no	no	no	no
93	ya Allah, You already gave them huge test much more than us around the globe. If this is for their own good,  provide them strength to go through it. 💌	no					no	no
94	One day, if he wants, and when all this is over, I would like to practice my freeckicks with him on goal! What do you think? 🙌	no					no	no
95	THREAD: There’s a strong and understandable desire to return to better times and a functioning economy. But it should not be lost on anyone that there's no such thing as a functioning economy and society so long as covid-19 continues to spread uncontrolled in our biggest cities.	no					no	no
96	Mitch abandoned bipartisan work on the COVID-19 bill, then tried to pass a no-strings attached corporate bailout that didn't sufficiently help health care workers, first responders, and working class families. Focus on the PEOPLE, USERID not Wall Street.	yes		yes	yes	yes	no	yes
97	Trigger warning.  This man was too afraid he’d infect his family and thought he wouldn’t get proper treatment because they’re poor so he just took his own life. THE GOVERNMENT NEEDS TO ASSURE FILIPINOS THAT WHEN THEY GOT THE VIRUS, THEY CAN GO TO A HOSPITAL &amp; BE TREATED FOR FREE!	no					yes	yes
98	This is my mom. She’s my hero. She’s a 60 year old primary care physician testing patients for #COVID19. She is putting her health on the line to test patients, get them the care they need, and do what she can to prevent community spread and the overburdening of our hospitals. URL	yes	no	no	no	no	no	no
99	Exactly one month ago Italy found its first case of #coronavirus. I’ll tell you what happened in only one month. I hope you can learn from our mistakes.	yes	no	yes	no	no	no	no
100	This is RITM Director Dr. Celia Carlos who was allegedly unjustly removed from her position because she refused to prioritize the processing of COVID-19 tests of asymptomatic politicians and other VIPs over patients with symptoms. RESPECT! #JusticeforDrCarlos #NOtoVIPTesting URL	yes	no	yes	yes	yes	no	yes
101	To be clear, Sen Loeffler not only dumped stock, illegally using non-public information (allegedly), she used the proceeds to buys stock in a TELEWORKING SOFTWARE company, profiting off the #COVID19-induced collapse of the economy.	yes	no	yes	yes	yes	no	yes
102	Texas, NY, &amp; Cali are the 3 largest states. Cuomo &amp; Newsom are aggressive, *knowing* what's to come.  In Texas, Greg Abbott is “fake coughing” to a reporter's questions, and Sen Cornyn is tweeting Corona beer pics  2 weeks from now my state will be a dystopian rodeo.  Book it.	yes	no	yes	yes	yes	yes	yes
103	I hear unfounded rumors about #NationalGuard troops supporting a nationwide quarantine. Let me be clear: There has been no such discussion. ... For news about the great work the Guard IS doing to support the #Covid_19  response, click the link. #COVID19  URL	yes	no	yes	no	yes	no	no
104	FRIENDS. The stuff about nature healing and wildlife returning because of COVID-19 is fake. URL	yes	yes	yes	no	yes	no	no
105	⚠ Due to the large amount of speculation regarding #COVID19, this is a reminder to rely on OFFICIAL sources for accurate information.  Help control the spread of rumors by sharing this page:  URL URL	no					no	no
106	Be vigilant for misinformation, rumors, and factual errors. Go to trusted sources for information about #COVID19! URL	no					no	no
107	Reminder that two Republican senators were implicated this weekend in an insider trading scandal, selling millions in stock while telling voters COVID-19 was a hoax.   Neither Republican has resigned.	yes	no	yes	yes	yes	yes	yes
108	Fox News claims it never called COVID-19 a hoax. Let's check the receipts. URL	yes	no	yes	yes	yes	no	no
109	Remember when the Chairman of the Senate Intelligence Committee enriched himself through stock trades off of inside information about the danger of COVID-19 while his Party told people it was a hoax to get Trump?	yes	no	yes	yes	yes	yes	yes
110	Voice notes, broadcasts &amp; images are being shared on Whatsapp and other platforms with FAKE NEWS  These messages are developed with the intent to cause fear &amp; panic  Please disregard messages that are not signed by official sources URL #COVID19 URL	yes	no	yes	no	yes	no	no
111	Gee, if COVID-19 isn’t a hoax after all, is it possible climate change isn’t either? Should we perhaps learn something from this crisis, believe scientists, and avoid getting caught flat-footed next time?	no					no	no
112	At 8:00 pm today local time in #Wuhan. See how few lights there are? One can fake the numbers, but can’t fake the fact that only a few apartments  are still lit up. Where have people gone? #CCPVirus #COVID19ON #coronavirus URL	no					yes	yes
113	This is unbelievable. It reportedly took Macron's threat to close the UK border for Boris Johnson to finally shutdown bars and restaurants. The Elysee refers to UK policy as 'benign neglect'. This failure of leadership is costing lives.	yes	no	yes	yes	yes	yes	yes
114	Things the GOP has done during the Covid-19 outbreak:   - Illegally traded stocks  - Called it a hoax - Blamed it on China  - Tried to bailout big business without conditions  What they haven’t done:   - Help workers  - Help small businesses - Produced enough tests or ventilators	yes	no	yes	yes	yes	no	yes
115	BREAKING: USERID Chief Of Staff, Abba Kyari, Reportedly Sick, Suspected Of Contracting #Coronavirus | Sahara Reporters A top government source told SR on Monday that Kyari has been seriously “down” since returning from a trip abroad. READ MORE: URL URL	yes	no	yes	no	yes	yes	yes
116	3/16: ron paul publishes article calling corona a hoax 3/22: ron paul's son tests positive for corona URL	yes		yes	yes	yes	no	no
117	Rumours are no less infectious than #coronavirus ! This looks like a meticulous list, but a fake one too! Please note that no such directions have been given by USERID . In case of any doubt, please #Dial100 or tweet to us! #TakingOnCorona URL	no					no	no
118	As we saw over the wkend, disinfo is being spread online about a supposed national lockdown and grounding flights. Be skeptical of rumors. Make sure you’re getting info from legitimate sources. The USERID is holding daily briefings and USERID is providing the latest.	yes	no	yes	no	no	no	yes
119	.@realDonaldTrump, dear Lord—please step up and be a leader. While you have been yammering about hoaxes and fake news, the COVID-19 pandemic has hit all over America. USERID and others have filled this country’s leadership gap. Lead or get out of their way.	yes	yes	yes	yes	no	no	yes
120	Sorry, there is no coming back from saying this was all a “hoax.”  I don't give a fuck about “change of tone,” “change of heart,” nothing.  You mutha fuckers took a serious situation and endangered ALL just to defend a bigot.  Fuck you.  Not sorry.  #coronavirus	no					yes	yes
121	Delhi Police has registered a case under section 509 of the Indian Penal Code against a man who allegedly spat on a woman belonging to Manipur and called her “Corona” in Vijay Nagar area of north Delhi last night. URL	yes	no	no	no	no	no	no
122	Fake news peddler Dhruv Rathee had said:  “Corona virus won't spread outside China, we need not worry”  Has this guy ever spoke something sensible? URL	yes	no	no	yes	yes	no	no
123	This photo circulating about a case of #COVID19 in Kano allegedly reported by USERID is FALSE  This image has been doctored to spread fear and panic  Details on confirmed cases can be found via URL  #FactsNotFear #COVID19Nigeria URL	yes		yes	yes	yes	yes	yes
124	Sen. Rand Paul, the guy who opposed the #coronavirus relief bill and paid sick leave, tested positive on March 22 and is ON PAID SICK LEAVE  His father, and former Congressman, Ron Paul, published an essay titled “The Coronavirus Hoax” on March 17. Hypocrisy infects from the root URL	yes	no		yes	yes	no	no
125	Never Forget..  When India was fighting Corona, pigs like USERID were sharing Fake News to Create Panic for Congress Propaganda. There's no shortage of PPEs.   Assam Medical college students were testing PPEs as what can be used if shortage occurs. URL	yes		yes	yes	yes	yes	yes
126	FOX News put their viewers at risk by making them believe the COVID-19 pandemic was a hoax.   Those viewers then put the entire US population at risk, and many people have lost their lives.   FOX News should face a class action lawsuit to hold them responsible.   #FOXClassAction	no					no	yes
127	This isn’t a conspiracy tweet but I really think COVID-19 has been here in America for awhile. Do you guys remember how sick everyone was during the holidays/early January? And how everyone was saying they had the “flu” and the flu shot “didn’t work”?	no					yes	yes
128	Fox News claims it never called COVID-19 a hoax. Let's check the receipts. URL	yes	no	yes	yes	yes	no	no
129	If U love humanity, then pl stop forwarding any fake msg abt #Hantavirus to avoid panic, when we already hv enough to fight wid #Coronavirus. Hanta Virus spreads only from an infected animal's urine,faeces or saliva.  Pl educate yourself &amp; RT for others to understand. #NoFakeNews URL	yes	no	yes	no	yes	no	no
130	Outside of Chicago just now #coronavirus #forcedisolation  #militarytrain #notahoax URL	no					no	no
131	Coronavirus: AltNews founder, Shekhar Gupta and others spread unverified claims by a fake twitter account  URL	yes	no	yes	yes	yes	no	no
132	A message from the Ministry of Information “The General Public is hereby urged to disregard any voice note circulating on WhatsApp that a helicopter will spray ‘antivirus’ throughout the Nation by 11:00 pm. This news is fake and should be disregarded in its entirety.” RT #COVID19	yes	no	yes	no	no	no	no
133	USERID USERID USERID “WE ARE DESPERATE”: 10 Nurses &amp; Doctors Explain What It's Like To Fight #COVID19 Without Enough Face Masks.  How do I know this isn't #FakeNews? Because my kid is an ICU nurse in CA. They haven't had enough #N95masks from the very start.   #GetMePPE 1/  URL	no					no	yes
134	- Create a Fake account - Tweet Fake news - Pidi journalists will RT &amp; Quote RT - Then the original pidi will Quote RT - Create panic - Say Sorry - Deactivate the account  URL	no					no	no
135	The Chinese Communist Party suppressed information about the #COVID19 outbreak from the world for political purposes. Rather than take accountability they are actively pushing a conspiracy theory propaganda campaign against the United States. 📽️: USERID / USERID URL	yes		yes	yes	yes	yes	yes
136	TOP #COVID19-FacePalm DOCTOR NOMINEES  1 Dr HT Ong.Cardiologist Penang. Lawan City Council Enforcer sebab nak exercise masa MCO 2 Dr Adham. Minum air panas untuk bunuh. Fake info. Pseudoscience False reassurance 3 Dr Osman. Refuse testing. Infect everyone around him  Ongoing list URL	no					no	no
137	[Tweeting again with detail in single tweet so no alarm]  JUST IN: 38-yr-old #Covid19 positive  man dies in Patna. Had serious kidney problems that let to renal failure shortly after returning from Qatar. Makes this 1st ‘virus-linked’ death of someone who isn’t a senior citizen.	yes		yes	no	yes	no	no
138	Fearmongering #PharmaFauci - who  built his entire career on the BOGUS HIV-AID$ causality by pushing a #FakeScience of the immune system &amp; imperial control of servile academics, NOW thinks he’ll get away with this current scam upon a petrified #coronavirus American public.   NOT!	yes	yes	yes	yes	yes	yes	yes
139	#FakeNews playbook. Put the word “FALSE” in big purple letters over the Q post showing clearly how the #Covid19 pandemic could not have been an accident, hoping that the public won't see how far outside of standard deviation all the ways it hurts Trump is. URL	no					yes	yes
140	“Nobody wants to go close to me.”  After Nigeria recorded its first positive #COVID19 case, a story went viral on social media. It claimed the patient's taxi driver was demanding a payment not to spread the disease. The story was fake, but the impact on Jude has been very real. URL	yes	no	yes	no	no	no	no
141	Shout out to USERID &amp; USERID This is what real leadership looks like. They are kicking ass &amp; doing so w/ empathy &amp; respect, taking care of our citizens while Trump is trying to make us believe he changed his mind about calling the #Coronavirus a hoax!	no					no	yes
142	I was starting to think the Coronavirus fear-mongering was actually really something to worry about.  Then this move by Pelosi happened, and it all became clear again.  COVID-19 is a hoax.	yes	yes	yes	yes	yes	yes	yes
143	Trump's timeline of handling the corona crisis:  One month ago: it's a hoax. Way overblown.   Two weeks ago: this is serious. We must take action to prevent its spread.   This week: ehhhh on second thought maybe a million or so Americans dying isn't *that* bad	yes		yes	yes	yes	yes	yes
144	Know the facts about #COVID19. Don’t share rumors &amp; unintentionally spread misinformation. Federal, state &amp; local governments are posting current and accurate information. For help in distinguishing rumor from fact, see USERID Coronavirus Rumor Control: URL URL	yes	no	yes	no	no	no	no
145	Patients with #COVID19 have reportedly had mild to severe respiratory illness. Symptoms include fever, cough, or shortness of breath. Learn more about COVID-19 symptoms: URL URL	yes	no	yes	no	no	no	no
146	Hungarian Justice Min. USERID sends bill to Parliament: - State of emergency til end of 2020 - Rule by decree - Parliament suspended - No snap elections/referendums - Spreading fake news and rumors punishable with up to 5 years in prison #COVID19  URL	yes		yes	no	yes	no	yes
147	#WATCH An airline staff appeals to all not to spread rumours and instead educate yourself &amp; others about #COVID19, after she gets harassed by people in her housing society for allegedly spreading #Coronavirus. URL	yes	no	yes	no	no	no	no
148	Shameful that a person of your repute spreads fake news/rumours in blind hate for India and its traditions. India as a mark of respect came out in balconies on call of PM USERID to applaud doctors, health as well as emergency workers. There was no other reason. Fact check?	yes		yes	yes	no	no	no
149	Another 'fake news' being peddled in India is India is a country of vegetarians, so it is not going to be affected by #CoronaVirus like China. Vegetarianism &amp; #Corona has NO connection. + India's vegetarianism is a myth, 80% Indians are meat eaters!  URL	yes	no	yes	no	yes	no	no
150	To-date, Uganda has NO confirmed case of #COVID19. There is an article alleging that “Uganda confirms 1st case of Coronavirus”-this is NOT true and absolutely FAKE. People, please stop spreading rumors. Our teams are working around the clock to protect you &amp; keep COVID out of 🇺🇬 URL	yes		yes	no	yes	no	no
151	My fraud warning published this morning, please read and share - Frank Figliuzzi : Coronavirus scam alert: From fake Starbucks coupons to taxpayer fraud, cons are going viral ⁦@NBCNewsTHINK⁩ USERID #coronavirus  URL	yes		yes	no	no	no	yes
152	An online website has falsely reported that the Government is likely to impose Financial Emergency in India to tackle the crisis  caused by #Covid19.   Please be advised that the story is malicious and fake and that there is no such plan. URL	yes	no	yes	no	yes	no	no
153	“China and the WHO's chief: Hold them both accountable for pandemic”: An indictment of how ⁦@WHO⁩ chief ⁦@DrTedros⁩ allegedly helped Chinese president #XiJinping conceal full extent of #COVID19 for weeks in Jan, causing a global disaster. Read! URL	yes		yes	yes	yes	yes	yes
154	One million dirhams fine. 5 years jail and deportation and ban for life from #UAE for sharing any unconfirmed or #FakeNews about #CoronaVirus on social media or whatsapp.  #UAE Government  The best announcement I have heard during this pandemic.  Can we do this in #Pakistan ?	yes	no	yes	no	no	no	yes
155	So far I know 2 ppl close to me that have tested positive for Corona. Both are recovering from pneumonia in hospital. It’s not a game or a conspiracy. Ppl don’t need well wishes etc... they need you to stay home	yes			no	no	no	no
156	#FakeNews Alert  #PIBFactCheck: The claim that Paracetamol can treat #Coronavirus infection is false!  Beware of #False remedies being shared on #Covid19india .  For authentic information on #CoronavirusInIndia follow USERID URL	yes	no	yes	no	yes	no	no
157	Prisoner released early over COVID-19 concerns allegedly broke into woman’s home, tied her up at knifepoint, and threatened to kill her URL	yes	no	yes		yes	yes	yes
158	#CoronaVirus Fact Check  Hop on and RT if you ❤️ DJT  🇺🇸 SUPPORT USERID 🇺🇸 RT this tweet  🇺🇸 COMMENT with your handle @ 🇺🇸 FOLLOW those who comment 🇺🇸 BOOKMARK/COME BACK  Follow USERID #CoronavirusPandemic  #FakeNews URL	no					no	no
159	Namaskaram, this message is not from Sadhguru. This is a fake message that is being circulated on WhatsApp. We request you to delete these tweets. 🙏🏻	yes			no	yes	no	no
160	News is that since January, classified security briefings told Trump that a pandemic was coming.  Trump did nothing, told us it was a “Democrat Hoax,” and that the fifteen cases would soon be none. Thread.  #coronavirus #TrumpPandemic #TrumpLiesPeopleDie   URL	yes	no	yes	yes	yes	yes	yes
161	Trump's decision to do nothin' and call #COVID19 a “hoax” needlessly exposed millions that might have taken action if properly made aware.  There will be a river of blood that will forever stain Trump's tiny hands.	yes	no	yes	yes	no	yes	yes
162	Trump says “we were early” on #coronavirus.  2/26 “The 15 (people) within a couple of days is going to be down to close to 0”  2/28 “One day, it’s like a miracle, it will disappear”   2/28 “This is their new hoax”   3/12 “It’s going to go away”  Yup. We were early	yes	no	yes	yes	yes	no	yes
163	Actual people telling the World that Pakistan is taking precautions against #CoronaVirusPakistan. But our Fake Media giving only hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. URL	yes	no	yes	yes	no	no	no
164	Maddow - the woman who has peddled lies and wild conspiracy theories for 4 years - is calling on Trump to stop his COVID-19 pressers 🤦🏿‍♂️  Zero self-awareness.   URL	yes		yes	yes	yes	no	no
165	The fact that people refuse to stop gathering in large groups because they don't believe millions of Americans could die is Donald Trump's fault. You can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take Corona seriously.	yes	no	yes	yes	no	no	yes
166	This is called a Presidential clap back at the liberal media.   President USERID says the American people are looking for hope and answers not this media sensationalism!   Thank you for fighting for the American people during this #coronavirus. Fight the #FakeNews URL	yes	no	yes	yes	no	no	no
167	I repeat... China warned WHO of the New Corona Virus in DEC of 2019...  The President of the US called it a “HOAX” until about 10 days ago!!!	yes	no	yes	yes	yes	no	yes
168	Government of India issues advisory to all social media platforms in order to curb the Misinformation/#FakeNews on #Coronavirus.  As #IndiaFightsCorona join the league of #coronawarriors   Suspect a forward to be #Fake : #Whatsapp Us: +91 87997 11259  | 📧- pibfactcheck@URL URL	yes	no	yes	no	no	no	yes
