tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
103	I heard rumors unfounded on #NationalGuard corps supporting a quarantine at the national level. Let me be clear: there was no such discussion.... For the news of the great work the Guard is doing to support the response #Covid_19, click the link. #COVID19 URL	yes	no	yes	no	yes	no	no
104	Friends. The healing things of nature and wildlife returning due to COVID-19 is false. URL	yes	yes	yes	no	yes	no	no
105	Due to the large amount of speculation about #COVID19, this and a reminder to rely on official sources for accurate information. It helps to control the spread of rumors by sharing this page: URL	no					no	no
106	Be vigilant for misinformation, rumors, and factual errors. Go to confidential sources for information about #COVID19! URL	no					no	no
107	Remember that two Republican senators were involved this weekend in an insider trading scandal, selling millions in stock while saying COVID-19 voters was a farce.No Republican resigned.	yes	no	yes	yes	yes	yes	yes
108	Fox News claims that he never called COVID-19 a farce.	yes	no	yes	yes	yes	no	no
109	Do you remember when the chairman of the Senate Intelligence Committee enriched himself with bags of privileged information about the danger of COVID-19 while his party told people it was a charade to conquer Trump?	yes	no	yes	yes	yes	yes	yes
110	Voice notes, broadcasts &amp; images are shared in Whatsapp and other platforms with FAKE NEWS These messages are developed with the intent to cause fear &amp; panic Please ignore messages that are not signed by official sources URL #COVID19 URL	yes	no	yes	no	yes	no	no
111	Gee, if COVID-19 is not a farce after all, is climate change possible neither? Should we learn something from this crisis, I think scientific, and avoid being fished-foot-foot-footed next time?	no					no	no
112	At 8:00 pm today local in #Wuhan. See how little light they are not? One can falsify numbers, but can falsify the fact that only a few apartments are still illuminats. Where did people go? #CCPVirus #COVID19ON #Coronavirus URL	no					yes	yes
113	"This is incredible. Here Macron's threat to close the British border for Boris Johnson to bars and restaurants at last. Ellysee refers to British politics as ""benign black."" This failure of leadership costs lives."	yes	no	yes	yes	yes	yes	yes
114	Things that the GOP did during the hatching of Covid-19: - Stocks illegally traded - Call it a farce - Blame it in China - Try to save big businesses without conditions They did: - Help workers - Help small businesses - Produce enough tests or fans	yes	no	yes	yes	yes	no	yes
115	BACKGROUND: USERID Chief of Staff, Abba Kyari, allegedly ill, suspected of contracts #Coronavirus – Sahara Reporters A top government source told SR Monday that Kyari is seriously down since he returned from a trip abroad. MORE MORE: URL	yes	no	yes	no	yes	yes	yes
116	3/16: ron paul publishes article calling hoax crown 3/22: ron paul's are positive test for URL crown	yes		yes	yes	yes	no	no
117	Rumors are no less infectious than #coronavirus! This looks like a meticulous list, but a fake too! Notes that you have not given such directions from USERID. In case of doubts, please #Dial100 or tweet to us! #TakingOnCorona URL	no					no	no
118	As we have seen on the wkend, disinfo is disseminated online about a presumed national lockdown and ground flights. Be skeptical of rumors. Be sure to get information from legitimate sources. USERID is celebrating daily briefings and USERID is providing the latest.	yes	no	yes	no	no	no	yes
119	.@realDonaldTrump, dear Lord — please speed up and be a leader. While you have been chattering about fake news, the COVID-19 pandemic has hit all over America. USERID and others have filled this country's leadership gap. Drive or engage.	yes	yes	yes	yes	no	no	yes
120	Sorry, there's nothing to go back to saying that all this was a hoax. I don't care about a fucking tone change, color change, none. You mutha fucks took a serious situation and put TUS in danger just to defend a bigot. Fuck you. Not sorry. #coronavirus	no					yes	yes
121	Delhi Police has registered a case under article 509 of the Indian Criminal Code against a man who allegedly spit on a woman belonging to Manipur and called him.Krona dans Vijay Nagar area of northern Delhi last night. URL.	yes	no	no	no	no	no	no
122	Fake news peddler Dhruv Rathee had said: «Korona viruses will not spread outside China, we don't worry Â Has that guy had happened anymore something sensible? URL	yes	no	no	yes	yes	no	no
123	This photo circulating on a case of #COVID19 in Kano supposedly reported by USERID is FALSE This image has drunked to propagate fear and panic Details on confirmed cases can be found via URL #FactsNotFear #COVID19Nigeria URL	yes		yes	yes	yes	yes	yes
124	"Sen. Rand Paul, the guy who opposes the #coronavirus helped account and sick leave paid, tested positive on March 22 and is ON PAID MACK LEAVE On his father, and former congressman, Ron Paul, published an essay entitled ""The Coronavirus HoaxÕ on Mar 17. mars the hypocrisia infected from the root URL"	yes	no		yes	yes	no	no
125	When India fought Crown, pigs like USERID shared false News to create panic for propaganda congresses. There is no shortage of EPIS. Assam Medical university students tested EPIS as something that can be used in case of deficiency. URL	yes		yes	yes	yes	yes	yes
126	FOX News puts their viewers at risk, making them believe that the COVID-19 pandemic was a farce. Those viewers then put the entire American population at risk, and many people have lost their lives. FOX News has to face a class action process to hold them accountable. #FOXClassAction	no					no	yes
127	It's not a conspiracy tweet, but I really think COVID-19 was here in America for a while. Do you remember how sick everyone was during the festivities/main January? And how everyone said they had the flu and the shot?	no					yes	yes
128	Fox News claims that he never called COVID-19 a farce.	yes	no	yes	yes	yes	no	no
129	If U loves humanity, then pl stop retransmission of any false msg abt #Hantavirus to avoid panic, when already hv enough to fight wid #Coronavirus. Hanta Virus only spreads from urine, faeces or saliva of an infested animal. Pl educate you &amp; RT so others to understand. #NoFakeNews URL	yes	no	yes	no	yes	no	no
130	Out of Chicago just now #coronavirus #forcedissolation #militarytrain #notahoax URL	no					no	no
131	Coronavirus: founder of AltNews, Shekhar Gupta and other scattered claims not verified by a fake account twitter URL	yes	no	yes	yes	yes	no	no
132	A message from the Ministry of Information Information The general public is urged to ignore every voice that about on WhatsApp that a helicopter will spray 'antivirus' throughout the nation by 23:00 pm. This news is false and must be ignored in all.	yes	no	yes	no	no	no	no
133	USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID US	no					no	yes
134	- Create a fake account - Tweet False news - Pidi journalists want RT &amp; RT quotas - Then the original request want RT quotas - Create panic - Dir Sorry - Disable the account URL	no					no	no
135	The Chinese Communist Party repressed information about #COVID19 outbreak of the world for political pure goals. It is a good idea to take responsibility for actively pushing a campaign of conspiracy theory propaganda against the United States. _: USERID / USERID URL	yes		yes	yes	yes	yes	yes
136	TOP #COVID19-FacePalm DOCTOR NAMES 1 Dr HT Ong. Cardiologist Penang. Lawan City Council Strengthener sebab nak exercised mass MCO 2 Dr Adham. Minum air toas untuk bunuh. Fake info. Psychoscience False reinsurance 3 Dr Osman. Refuse testing. Infects everyone around him	no					no	no
137	[Tweeting again with details in tweet single so no alarm] Just IN: 38-year-old #Covid19 positive man dies in Patna. He had severe kidney problems that left him to renal failure shortly after the return from Qatar.	yes		yes	no	yes	no	no
138	Fearmongering #PharmaFauci - who has built his entire career on the causeality BOGUS HIV-AID$ por pushing a #FakeScience of the immune system &amp; imperial control of servile university students, NOW thinks he has to engage with this current scam on an American public petrificat #coronavirus. NOT!	yes	yes	yes	yes	yes	yes	yes
139	"#FakeNews playbook. Put the word ""FALSE"" in large purple letters above post Q clearly showing how the #Covid19 pandemic cannot be an accident, hoping that the public will not see how far away from the standard deviation all the ways Trump hurts is. URL"	no					yes	yes
140	After Nigeria recorded its first positive case #COVID19, a story became viral on social media. It claimed that the patient's taxi driver was demanding a payment not to spread the disease. The story was false, but the impact on Jude was very real. URL	yes	no	yes	no	no	no	no
141	Scream at USERID &amp; USERID It is what real leadership looks like like. They are patacking ass &amp; down so w / empathy &amp; respect, taking care of our fellow citizens, while Trump is trying to make us believe that he has changed his mind about calling the #Coronavirus a black!	no					no	yes
142	He began to think that the fear of the Coronavirus was really something to worry about. Then this Pelosi move happened, and everything became clear again. COVID-19 is a farce.	yes	yes	yes	yes	yes	yes	yes
143	Trump's chronology of handling the crisis crown: a month ago: it's a farce. Very superb. Two weeks ago: this is serious. We must act to prevent its spread.	yes		yes	yes	yes	yes	yes
144	Know the facts about #COVID19. Don't share rumors &amp; involuntaryly displied misinformation. Federal, state &amp; locations is posting current and accurate information. To help distinguish fact rumor, see USERID Coronavirus Control Rumor: URL	yes	no	yes	no	no	no	no
145	Patients with #COVID19 have allegedly suffered from respiratory diseases from mild to severe. Symptoms include fever, cough, or shortness of breath. Learn more about the symptoms COVID-19: URL URL	yes	no	yes	no	no	no	no
146	Hungarian Justice Min. USERID sends to Parliament: - State of emergency until the end of 2020 - Rules by decree - Parliament suspended - No call elections/referendums - Spread false news and rumours punishable with up to 5 years in prison #COVID19 URL	yes		yes	no	yes	no	yes
147	#WATCH An aeronautical staff calls on everyone not to spread rumors and instead educate if &amp; others about #COVID19, after she is molested by people in her housing company to supposedly spread #Coronavirus. URL	yes	no	yes	no	no	no	no
148	Shame that a person of your reputation spreads false news / rumors in blind hatred for India and its traditions. India as a sign of respect jumps into PM USERID's appel balconies to applaud doctors, health and rescue. There was no other reason. Fact check?	yes		yes	yes	no	no	no
149	Another 'fake news' in India is India is a vegetarian country, so it shouldn't be affected by #CoronaVirus like China. Vegetarianism &amp; #Corona has NO connection. + Indian vegetarianism is a myth, 80% Indians are meat eaters! URL	yes	no	yes	no	yes	no	no
150	Uganda has no confirmed case of #COVID19. There is an article claiming that Uzbekistan confirms 1st case of Coronavirus-this is not true and absolute FACKE. People, please stop spreading rumors. Our teams are working 24 hours a day to protect &amp; keep COVID out of URL	yes		yes	no	yes	no	no
151	My warning of fraud published this morning, please read and share - Frank Figliuzzi : Coronavirus scam alert: Starbucks coupons fakes to taxpayer fraud, passwords are viralit@NBCNewsTHINK Ş USERID #Coronavirus URL	yes		yes	no	no	no	yes
152	An online website has falsely informed that the government is likely to impose the financial emergency in India to deal with the crisis caused by #Covid19. Please warn that history is malicious and false and that there is no such plan. URL.	yes	no	yes	no	yes	no	no
153	China and the head of WHO: Keeping the two responsible for the pandemic: An accusation of how the head of WHO@DrTedros-XiJinping allegedly helped Chinese President #XiJinping hide the magnitude of #COVID19 for weeks in Jan, causing a global disaster. Read! URL	yes		yes	yes	yes	yes	yes
154	A million dirhams fine. 5 years of imprisonment and deportation and ban for life from #UAE to share any unconfirmed or #FakeNews about #CoronaVirus on social media or whatsapp. #UAE Government The best announcement I've heard during this pandemic. Can we do this in #Pakistan?	yes	no	yes	no	no	no	yes
155	So far I know 2 ppl next to me that have tested positive for Crown. Both are recovering from pneumonia in hospital. It is not a game or a conspiracy. Ppl don't need vodkas, etc... necessary for you to stay home	yes			no	no	no	no
156	#FakeNews Alert #PIBFactCheck: The statement that Paracetamol can cure #Coronavirus infection is false! Attention to #False remedies that are shared in #Covid19india. For authentic information about #CoronavirusInIndia follow USERID URL	yes	no	yes	no	yes	no	no
157	Prison released first because of COVID-19 concerns allegedly broke into the woman's house, tied her to the tip of the knife, and threatened to kill her URL	yes	no	yes		yes	yes	yes
158	#KoronaVirus Fact Check Hop on and RT if you SUPPORT USERID.... this tweet... COMMENT with your score...... follow your comment... HOMEMARK/ HOW TO BACK Follow USERID #KoronaVirusPandemic #FakeNews URL	no					no	no
159	Namaskaram, this message is not de Sadhguru. This is a false message that is spread on WhatsApp. We ask you to delete these tweets.	yes			no	yes	no	no
160	What's new is that from January, Trump classified security briefings that a pandemic is coming. Trump didn't do anything, he told us it was a democratic Hoax, and that the fifteen cases won't be soon. Thread. #coronavirus #TrumpPandemic #TrumpLiesPeopleDie URL	yes	no	yes	yes	yes	yes	yes
161	"Trump's decision to do nothing and call #COVID19 a hoax"" unnecessarily exposed millions who could act if they knew well. There will be a river of blood that will forever stain Trump's tiny hands."	yes	no	yes	yes	no	yes	yes
162	"Trump says ""We were born"" on #coronavirus. 2/26 ""The 15 (person) in a couple of days is going to stop rarely at 0° 2/28 ""One day, it's like a miracle, will disappear ""2/28 ""This is their new hoax ""3/12 ""It's going going away ""Yes. We wain beginning"	yes	no	yes	yes	yes	no	yes
163	Real people telling the world that Pakistan is taking precautions against #CoronaVirusPakistan. But our fake media giving only hype &amp; sensationalism. All of us must be ONE in this war against #CoronaVirus. Stay at home. Stay safe. URL	yes	no	yes	yes	no	no	no
164	Maddow - the woman who sold lies and wild conspiracy theories for 4 years - is inviting Trump to stop his COVID-19 premers.	yes		yes	yes	yes	no	no
165	The fact that people refuse to gather in large groups because they don't believe that millions of Americans could die is Donald Trump's fault. You can't tell your voters that the media mind &amp; science is fake &amp; being shocked when they refuse to take Crown seriously.	yes	no	yes	yes	no	no	yes
166	President USERID says the American people are looking for hope and do not respond to this sensationalism media! Thank you for fighting for the American people during this #coronavirus. Fight the URL #FakeNews	yes	no	yes	yes	no	no	no
167	I repeat... China warned WHO of the New Corona Virus in DEC 2019... The president of the U.S. called it a Hoax Hap until about 10 days ago!!!	yes	no	yes	yes	yes	no	yes
168	Government of India issues consultation to all social media platforms to stop Misinformation/#FakeNews on #Coronavirus. While #IndiaFightsCorona joins #Coronawarriors League Suspects an advance to be #Fake: #Whatsapp Us: +91 87997 11259 ☆- pibfactcheck@URL URL	yes	no	yes	no	no	no	yes
169	We don't like rumors. Please don't disperse them. If you tell people that Nat. Guard is going to impose the Martial Law, please stop. It's not true. They are busy helping distribute medical material. Please and graces. #COVID19 #kckpd #commonsense #norumors URL	yes	no	yes	no	no	no	no
170	Gen Secy of Congress Mrs USERID asks people not to panic; spread false news; take precautions and wash their hands... #Crown URL	yes	no	yes	no	no	no	no
171	I attended the AMVCA on March 14 at the Eko hotel. Including the After party. Decide to isolate me one day later when a rumor has begun, Morning morning expands daily in my room. Obey the 14 days isolation period. Day 9 now. Love and light Guys.. #Covid19Out	yes	no	no	no	no	no	no
172	The garlic can be tasty, but does not protect you from #coronavirus. Do not spread rumors. The fight against #COVID19 is also a fight against misinformation. #ShareInformation #ShareKnowledge #StayAtHomeChallenge URL	yes	no	yes	no	yes	no	yes
173	I have never hidden my hatred and disgust for the Nigerian ruling class. I will not start with fake sympathy now, there is no one who deserves what comes for them more than they do. I hope crown virus does a thorough job.	no					yes	yes
