tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
109	Do you remember when the chair of the Senate Intelligence Committee enriched himself with privileged exchanges of information about the danger of COVID-19 when his party told people that it was a joke to get Trump?	yes	no	yes	yes	yes	yes	yes
110	Voice notes, &amp; image dissemination are shared on Whatsapp and other platforms with FAKE NEWS These messages are developed with the intention of causing fear &amp; panic Please ignore messages that are not signed by official sources URL #COVID19 URL	yes	no	yes	no	yes	no	no
111	If COVID-19 is not a hoax, is it possible that climate change is not either? Should we perhaps learn something from this crisis, believe scientists, and avoid getting caught up next time?	no					no	no
112	At 8:00 p.m. today local time in #Wuhan. Do you see how many lights there are? We can falsify the numbers, but can't falsify the fact that only a few apartments are still on. Where did people go? #CCPVirus #COVID19ON #coronavirus URL	no					yes	yes
113	"It's incredible. Macron's threat to close the British border for Boris Johnson would have been to shut down the bars and restaurants. Elysee calls British politics ""benign negligence."" This failure of leadership costs lives."	yes	no	yes	yes	yes	yes	yes
114	What the GOP did at the outbreak of Covid-19: - The actions illegally exchanged - He called it a hoax - He blamed China - He tried to save large companies without conditions What they did not do: - Helping workers - Helping small companies - Producing enough tests or fans	yes	no	yes	yes	yes	no	yes
115	REPRESENTATION: USERID Chief of Staff, Abba Kyari, appears to be ill, suspected of contracting #Coronavirus-Sahara Reporters A high-level source from the government said Monday to SR that Kyari has been seriously down since his return from a trip abroad. READ MORE: URL	yes	no	yes	no	yes	yes	yes
116	3/16: ron paul publishes an article calling corona a joke 3/22: ron paul his positive test for corona URL	yes		yes	yes	yes	no	no
117	Rumors are no less infectious than #coronavirus! It looks like a meticulous list, but a fake one too! Please note that these directions have not been given by USERID. If you have any doubt, please #Dial100 or tweet to us! #TakingOnCorona URL	no					no	no
118	As we have seen on the wkend, the disinformation is broadcast online on a so-called national blockade and grounding flights. Be skeptical of rumors. Make sure you get information from legitimate sources. The USERID holds daily briefings and the USERID provides the latest information.	yes	no	yes	no	no	no	yes
119	.@realDonaldTrump, dear Lord – please rise up and be a leader. While you have been chatting about jokes and false news, the VOCID-19 pandemic has hit all over America. USERID and others have filled this country. Drive or get out of their way.	yes	yes	yes	yes	no	no	yes
120	Sorry, there's no going back to saying it was a hoax.I don't care about changing your tone, changing your heart or anything.You mutha fuckers took a serious situation and put them all in danger just to defend a mustache.	no					yes	yes
121	Delhi police registered a case under article 509 of the Indian Penal Code against a man who allegedly spit on a woman belonging to Manipur and called her.Corona in the Vijay Nagar region in northern Delhi last night. URL	yes	no	no	no	no	no	no
122	"Fake news trader Dhruv Rathee said: ""The Corona virus will not spread outside China, we don't need to worry"" Did this guy ever talk about something sensible? URL"	yes	no	no	yes	yes	no	no
123	This photo circulating on a case of #COVID19 in Kano allegedly reported by USERID is FALSE This image was doctored to spread fear and panic Details on confirmed cases can be found via URL #FactsNotFear #COVID19Nigeria URL	yes		yes	yes	yes	yes	yes
124	"Senator Rand Paul, the guy who opposed the #coronavirus emergency bill and paid sick leave, got a positive test on March 22 and is ON PAID MACK LEAVE His father, and former MP, Ron Paul, released an essay entitled ""The Hoax Coronavirus on March 17."	yes	no		yes	yes	no	no
125	When India was fighting Corona, pigs like USERID shared false news to create a panic for Congress propaganda. There is no shortage of PPE. Students at Assam Medical University tested PPE as what can be used in case of shortage. URL	yes		yes	yes	yes	yes	yes
126	FOX News puts their viewers at risk by making them believe that the VOCID-19 pandemic was a joke. These viewers put the entire American population at risk, and many people have lost their lives. FOX News should face a collective trial to hold them accountable. #FOXClassAction	no					no	yes
127	It's not a conspiracy tweet, but I really think COVID-19 has been here in America for a while. Do you remember how sick everyone was during the holidays/early January? And how everyone said they had the flu and the flu vaccine.	no					yes	yes
128	Fox News says he never called COVID-19 a prank. Let's check the receipts. URL	yes	no	yes	yes	yes	no	no
129	If U likes humanity, then pl transmit any false msg abt #Hantavirus to avoid panic, when we already have enough hv to fight wid #Coronavirus. Hanta Virus spreads only from the urine, fairies or saliva of an infected animal. Pl educate you &amp; RT so others to understand. #NoFakeNews URL	yes	no	yes	no	yes	no	no
130	Outside Chicago earlier #coronavirus #forcedissolation #militarytrain #notahoax URL	no					no	no
131	Coronavirus: founder of AltNews, Shekhar Gupta and others broadcast claims not verified by a false account URL twitter	yes	no	yes	yes	yes	no	no
132	A message from the Ministry of Information is hereby urged the general public not to take into account any voice notes circulating on WhatsApp that a helicopter will spray the antivirus throughout the nation before 11:00 p.m. This news is false and should be ignored in its entirety.	yes	no	yes	no	no	no	no
133	USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID	no					no	yes
134	- Create a fake account - Tweet False news - Pidi journalists go RT &amp; Quote RT - Then the original pidi goes Cite RT - Create panic - Say Sorry - Disable account URL	no					no	no
135	The Chinese Communist Party has suppressed information about the world's #COVID19 outbreak for political purposes. Rather than taking responsibility, they are actively campaigning for conspiracy theory propaganda against the United States.	yes		yes	yes	yes	yes	yes
136	TOP #COVID19-FacePalm DOCTOR NAMES 1 Dr HT Ong. Cardiologist Penang. Lawan City Council Execute sebab nak exercise massa MCO 2 Dr Adham. Minum air panas untuk bunuh. False information. Psychoscience False reinsurance 3 Dr Osman. Refuse testing. Infect everyone around him Current list URL	no					no	no
137	[Tweeting again with detail in a single tweet so no alarm] JUST IN: 38 years old #Covid19 positive man dies in Patna. He had severe kidney problems that left him with kidney failure shortly after the return of Qatar.	yes		yes	no	yes	no	no
138	Fearmongering #PharmaFauci - who has built his entire career on HIV-AIDS causality$ BOGUS by pushing a #FakeScience of the immune system &amp; imperial control of servile academics, NOW thinks he will get away with this current scam on a petrified American public #coronavirus. NO!	yes	yes	yes	yes	yes	yes	yes
139	"#FakeNews playbook. Put the word ""FALSE"" in large purple letters on post Q clearly showing how the #Covid19 pandemic could not have been an accident, hoping that the public will not see how far outside the standard gap all the ways it hurts Trump is. URL"	no					yes	yes
140	After Nigeria recorded its first positive case #COVID19, a story became viral on social media. She claimed that the patient's taxi driver was asking for a payment not to spread the disease. The story was false, but the impact on Jude was very real. URL	yes	no	yes	no	no	no	no
141	Cry to USERID &amp; USERID That's what real leadership looks like. They kick &amp; by doing so with empathy &amp; respect, taking care of our citizens, while Trump tries to make us believe that he has changed his mind about #Coronavirus a prank!	no					no	yes
142	I was beginning to think that the interference of the fear of the Coronavirus was really something to fear. Then this Pelosi movement happened, and everything became clear again. COVID-19 is a joke.	yes	yes	yes	yes	yes	yes	yes
143	Trump's timeline for managing the coronal crisis: a month ago: it's a hoax. Two weeks ago: it's serious. We have to act to prevent its spread. This week: uhhhhh on second thought maybe a million Americans dying is not *it* bad.	yes		yes	yes	yes	yes	yes
144	Do not share rumors unwittingly disseminated disinformation. Federal governments, local state display current and accurate information. To get help to distinguish rumors from facts, see USERID Coronavirus Rumor Control: URL	yes	no	yes	no	no	no	no
145	Patients with #COVID19 would have suffered from mild to severe respiratory diseases. Symptoms include fever, cough or shortness of breath. Learn more about symptoms of COVID-19: URL	yes	no	yes	no	no	no	no
146	Hungarian judge Mr USERID sends a bill to Parliament: - State of emergency until the end of 2020 - Rule by decree - Parliament suspended - No quick elections/referendums - Dissemination of false news and rumours punishable with a penalty of up to 5 years in prison #COVID19 URL	yes		yes	no	yes	no	yes
147	#WATCH Airline personnel call on everyone not to spread rumors and instead educate you about #COVID19, after being harassed by people in their housing society for allegedly spreading #Coronavirus. URL	yes	no	yes	no	no	no	no
148	Shameful that a person of your reputation spreads false news/rumours in blind hatred for India and its traditions. India as a mark of respect came out in the balconies on the call of PM USERID to applaud doctors, health as well as emergency workers. There was no other reason.	yes		yes	yes	no	no	no
149	India is a country of vegetarians, so it will not be affected by #CoronaVirus like China. Vegetarianism &amp; #Corona has no link. + Indian vegetarianism is a myth, 80% of Indians are meat eaters! URL	yes	no	yes	no	yes	no	no
150	To date, Uganda has no confirmed case of #COVID19. There is an alleged article that Uganda confirms the first case of Coronavirus-it is not true and absolutely false. People, please stop spreading rumors. Our teams work 24 hours a day to protect you &amp; keep COVID out of the URL	yes		yes	no	yes	no	no
151	My fraud warning published this morning, please read and share - Frank Figliuzzi: Coronavirus scam alert: From Starbucks fake coupons to taxpayer fraud, the drawbacks become viral.@NBCNewsTHINK.USERID #Coronavirus URL	yes		yes	no	no	no	yes
152	An online website falsely reported that the government is likely to impose a financial emergency in India to deal with the crisis caused by #Covid19. Please be informed that the story is malicious and false and that there is no such plan. URL	yes	no	yes	no	yes	no	no
153	China and the Head of WHO: Hold both of them responsible for the pandemic: An indictment of how the head of WHO, Dr.Tedros, would have helped Chinese President #XiJinping hide the full extent of #COVID19 for weeks in January, causing a global disaster. Read! URL	yes		yes	yes	yes	yes	yes
154	One million dirhams fine. 5 years of imprisonment and expulsion and life ban of #UAE for sharing anything unconfirmed or #FakeNews on #CoronaVirus on social media or whatsapp. #UAE Government The best announcement I heard during this pandemic.	yes	no	yes	no	no	no	yes
155	So far, I know 2 ppl near me who tested positive for Corona. Both recover from pneumonia at the hospital. It's not a game or a conspiracy. Ppl don't need good wishes etc... they need you to stay home	yes			no	no	no	no
156	#FakeNews Alert #PIBFactCheck: The claim that Paracetamol can treat the infection #Coronavirus is false! Beware of #False remedies being shared on #Covid19india. For authentic information on #CoronavirusInIndia follow the USERID URL	yes	no	yes	no	yes	no	no
157	Prisoner released early during the COVID-19 allegedly frightening concerns in the women's house, stabbed her, and threatened to kill her URL	yes	no	yes		yes	yes	yes
158	#CoronaVirus Fact Check Hop on and RT if you SUPPORT USERID SUPPORT SYSTEM RT this tweet COMMENT SYSTEM with your handle @ FOLLOW those who comment BOOKING SYSTEM/COME Back Follow USERID #CoronavirusPandemic #FakeNews URL	no					no	no
159	Namaskaram, this message is not from Sadhguru. It is a false message that is broadcast on WhatsApp. We ask you to delete these tweets.	yes			no	yes	no	no
160	Trump didn't do anything, he told us that he was a Hoax Democrat, and that the fifteen cases would soon be none. Thread. #coronavirus #TrumpPandemic #TrumpLiesPeopleDie URL	yes	no	yes	yes	yes	yes	yes
161	"Trump's decision to do nothing and call #COVID19 a ""hoax"" unnecessarily exposed millions of people who could have taken action if they were aware of it. There will be a river of blood that will forever stain Trump's tiny hands."	yes	no	yes	yes	no	yes	yes
162	Trump says we were ahead of #coronavirus. 2/26 The 15 (persons) in a couple of days will be down to about 02/28 One day, it's like a miracle, it will disappear 02/28 It's their new hoax 3/12 It's going far Yes. We were ahead	yes	no	yes	yes	yes	no	yes
163	Current people telling the world that Pakistan is taking precautions against #CoronaVirusPakistan. But our Fake Media only gives hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. URL	yes	no	yes	yes	no	no	no
164	Maddow - the woman who sold wild conspiracy lies and theories for 4 years - calls on Trump to stop his COVID-19 pressors.	yes		yes	yes	yes	no	no
165	The fact that people refuse to stop meeting in big groups because they don't believe millions of Americans could die is Donald Trump's fault. You can't tell your voters that the media are lying about science is falsely shocked when they refuse to take Corona seriously.	yes	no	yes	yes	no	no	yes
166	President USERID says the American people are looking for hope and do not respond to this media sensationalism! Thank you for fighting for the American people during this #coronavirus. Fight against URL #FakeNews	yes	no	yes	yes	no	no	no
167	"I repeat... China warned the WHO of the New Corona virus in DEC 2019... The President of the United States called it ""Hoax"" until about 10 days ago!!!"	yes	no	yes	yes	yes	no	yes
168	The government of India gives advice to all social media platforms to curb bad information/#FakeNews on #Coronavirus. While #IndiaFightsCorona joins #Coronawarriors League Want a lead to be #Fake: #Whatsapp Us: +91 87997 112590- pibfactcheck@URL URL	yes	no	yes	no	no	no	yes
169	We don't like rumors. Please don't spread them. If you tell people that the Nat. Guard will impose martial law, please stop. That's not true. They are busy helping distribute medical supplies. Please and thank you. #COVID19 #kckpd #commonsense #norumors URL	yes	no	yes	no	no	no	no
170	General Congress Secy Mrs. USERID asks people not to panic; do not spread false news; take precautions and wash your hands... #Corona URL	yes	no	yes	no	no	no	no
171	I attended the AMVCA on March 14 at the Eko Hotel. Even the party After. I decided to isolate myself one day after a rumor began, Early in the morning Daily work in my room. I obeyed the isolation period of 14 days. Day 9 now. Love and light The guys.	yes	no	no	no	no	no	no
172	Garlic can be tasty, but it won't protect you from the new #coronavirus. Don't spread rumors. Fighting #COVID19 is also a fight against disinformation. #ShareInformation #ShareKnowledge #StayAtHomeChallenge URL	yes	no	yes	no	yes	no	yes
173	I have never hidden my hatred and total disgust for the Nigerian ruling class. I will not start with false sympathy now, there is no one who deserves what comes to them more than they do. I hope that the corona virus does a thorough job.	no					yes	yes
