tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
71	celebrities making singing videos as virus crown now exceeds more than 230k cases worldwide URL	yes	no	yes	no	no	no	no
72	All senators who exchanged privileged information after that COVID-19 briefing must resign immediately. Yes, that applies to both parties.	no					no	no
73	ICE pretended to be a doctor, no fucking words, please donate if you can.	yes		yes	yes	yes	yes	yes
74	Bro idk what's happening, but I agree with them. Fuck mini Coopers. Small ass cars always looking like a parking spot until you get close.	no					no	no
75	Our medical professionals are heroes putting their lives in danger to keep our country going. Here's a look at how an emergency doctor who has already fought on the front lines of a crisis does it through a day on this. A good reminder for us to help you stay home.	no					no	no
76	Dear Allah, please protect Gaza at all costs.	no					no	no
77	President of Slovakia appearing in his crown dripping, mano-tailored surgical masks from cloth to game.... Impeccable URL	yes	no	no	no	no	no	no
78	This episode of Black Mirror is too long.	no					no	no
79	This is for COLONA, fat, white bitch who smells bad why you pulled me off the fucking agenda with your dirty white trifflin racist ass your big fat bitch oompa tearpa body ass bitch I'm gonna go up there and I'm gonna hit the shit out of your whore	no					no	no
80	Brothers these are the only 3 songs I'm listening to in my TL Lord Take this crown now! URL	no					no	no
81	Not all heroes wear layers, sometimes they just wear blankets and then netflix n chill for 2 weeks	no					no	no
82	its always comfortable places hits 3G	no					no	no
83	I crowned her after finding out she infected Harvey Weinstein's URL.	no					no	no
84	Germany is conducting 160k Covid-19 tests a week. It has a total of 35k fans, 10k ordered to be made by the government. It has converted a new 1k hospital bed in Berlin. Its mortality rate is tiny bcos that mass tests allow quarantine and bcos have fewer unreported cases.	yes	no	yes	no	yes	no	yes
85	People after covid-19 quarantine: URL	no					no	no
86	Breaking: A child under the age of 18 has died of coronavirus in Los Angeles, public health officials announce, in what is believed to be the first infantile death by the virus in the United States.A devastating reminder that COVID-19 infects people of all ages, says the LA health official.	yes	no	yes	no	yes	no	yes
87	Addressing the nation to fight the COVID-19 threat. #IndiaFightsCorona URL	no					no	no
88	Already all the dirty mfs brought home Miami crown &amp; has now increased by 88% in 48HRS....	yes	yes	yes	yes	yes	yes	yes
89	All coming out of Corona as a bartender	no					no	no
90	.@realdonaldtrump just said: If it were for the doctors, they would close the whole world.In fact, if it were for us, we would save as many people as possible. We would follow scientific evidence &amp;. We would never put politics ahead of public health #covid19	yes	no	no	yes	yes	no	yes
91	One of my coworkers died today of #COVID19. Not much older, big boy. We were sitting together a couple of weeks ago, talking about whatever it was. The next time I saw him, he was admitted into the ICU. And that was the last time I saw him. My whole body feels numb.	yes	no	no	no	no	no	no
92	If you told me in New Year that within 3 months of 2020: -Kobe Bryant is dead -We would be quarantined from COVID-19 -Schools and sports are closed -Tom Brady is a Bucaneer from Tampa Bay I would legitimately think the world was ending.	yes	no	no	no	no	no	no
93	Allah, you have already given them much more proof than we have in the whole world. If this is for their own good, give them strength to go through it.	no					no	no
94	One day, if he wants to, and when this is all over, I'd like to practice my freeckicks with him on the finish line!	no					no	no
95	Mina: There is a strong and understandable desire to return to better times and to a functioning economy. But it must not be lost in anyone who is not such a functioning economy and society as long as covid-19 continues to spread out uncontrollable in our larger cities.	no					no	no
96	Mitch abandoned bipartisan work on the COVID-19 bill, then tried to approve a chainless corporate bailout that did not help health workers, first aid workers and working class families enough. Focus on the PEOPLE, USERID no Wall Street.	yes		yes	yes	yes	no	yes
97	This man was too afraid to infect his family and thought he wouldn't get the right treatment because they are poor so he just took his own life. THE GOVERNMENT NEEDS TO INSURE FILIPINES THAT WHEN THEY HAVE VIRUS, THEY CAN GO TO A HOSPITAL &AMP; TREAT FREE!	no					yes	yes
98	This is my mother. She is my hero. She is a 60-year-old primary care doctor who tests patients for #COVID19. She is putting her health at risk to test patients, get them the care they need, and do what she can to prevent the spread of the community and the overload of our hospitals.	yes	no	no	no	no	no	no
99	Exactly a month ago Italy found its first case of #coronavirus. I'll tell you what happened in just a month. I hope you can learn from our mistakes.	yes	no	yes	no	no	no	no
100	This is Dr. Celia Carlos, director of RITM, who was allegedly unfairly removed from her position because she refused to prioritize the processing of COVID-19 tests by asymptomatic politicians and other VIPs on patients with symptoms. #Justice for DrCarlos #NOTOVIPTesting URL	yes	no	yes	yes	yes	no	yes
101	To be clear, Sen Loeffler not only discarded shares, illegally using non-public information (allegedly), she used revenues to buy shares in a TELEWORKING SOFTWARE company, taking advantage of the collapse of the economy induced by #COVID19.	yes	no	yes	yes	yes	no	yes
102	Texas, NY, &amp; Cali are the 3 largest states. Cuomo &amp; Newsom are aggressive, *knowing* what's coming. In Texas, Greg Abbott is falsely coughing up a reporter's questions, and Sen Cornyn is tweeting beer pictures in Crown within 2 weeks my state will be a dystopic rodeo. Reserve it.	yes	no	yes	yes	yes	yes	yes
103	I hear unsubstantiated rumors about the #NationalGuard troops supporting a national quarantine. Let me be clear: there has been no such discussion.... For news about the great work the Guard is doing to support the #Covid_19 response, click on the link. #COVID19 URL	yes	no	yes	no	yes	no	no
104	Friends. The things about the healing of nature and wildlife that come back due to COVID-19 is false. URL	yes	yes	yes	no	yes	no	no
105	Due to the large amount of speculation regarding #COVID19, this is a reminder to rely on official sources to get accurate information. Help control the spread of rumors by sharing this page: URL	no					no	no
106	Beware of misinformation, rumors and factual errors. Go to trusted sources to get information about #COVID19! URL	no					no	no
107	Remember that two Republican senators were involved this weekend in a privileged information trade scandal, selling millions in shares while telling voters that COVID-19 was a deception. None of the Republicans have resigned.	yes	no	yes	yes	yes	yes	yes
108	Fox News claims that it never called COVID-19 a scam. Let's check the receipts. URL	yes	no	yes	yes	yes	no	no
109	Do you remember when the Chairman of the Senate Intelligence Committee was enriched by exchange of values with privileged information about the danger of COVID-19 while his Party told people it was a deception to get Trump?	yes	no	yes	yes	yes	yes	yes
110	Voice notes, &amp; image broadcasts are being shared on Whatsapp and other platforms with FAKE NEWS These messages are developed with the intention of causing fear &amp; panic Please do not take into account messages that are not signed by official sources URL #COVID19 URL	yes	no	yes	no	yes	no	no
111	Gee, if COVID-19 is not a deception after all, is it possible that climate change is not either? Should we perhaps learn something from this crisis, believe scientists, and avoid being caught with flat feet next time?	no					no	no
112	At 8:00 pm today local time in #Wuhan. Do you see how many lights there are? One can falsify numbers, but cannot falsify the fact that only a few apartments are still lit. Where have people gone? #CCPVirus #COVID19ON #coronavirus URL	no					yes	yes
113	"This is incredible. It is said that Macron's threat to close the UK border to Boris Johnson finally close bars and restaurants. Elysee refers to UK policy as ""benign care."" This failure of leadership is costing lives."	yes	no	yes	yes	yes	yes	yes
114	Things that the GOP has done during the outbreak of Covid-19: - shares traded illegally - He called it a deception - He blamed China - He tried to rescue the big companies without conditions What they have not done: - Help the workers - Help the small companies - He produced enough tests or fans	yes	no	yes	yes	yes	no	yes
115	REPRESENTATION: USERID Chief of Staff Abba Kyari, allegedly ill, suspected of entering into a contract #Coronavirus-Saharan Reporters A high-government source told SR on Monday that Kyari has been seriously down since he returned from a trip abroad.	yes	no	yes	no	yes	yes	yes
116	3/16: ron paul publishes article calling crown a deceptive 3/22: ron paul's are positive tests for URL crown	yes		yes	yes	yes	no	no
117	Rumors are no less infectious than #coranavirus! This looks like a meticulous list, but a fake list too! Please note that these addresses have not been given by USERID. In case of doubt, please #Dial100 or tweet for us! #TakingOnCorona URL	no					no	no
118	As we saw about the wkend, the disinformation is spreading online about an alleged national blockade and ground flights. Be skeptical of rumors. Make sure you are receiving information from legitimate sources. USERID is holding daily briefings and USERID is providing the latest.	yes	no	yes	no	no	no	yes
119	.@realDonaldTrump, dear Lord, please approach and be a leader. While you've been talking about false deception and news, the COVID-19 pandemic has hit all over America. USERID and others have filled this country's leadership gap. Drive or get out of your way.	yes	yes	yes	yes	no	no	yes
120	I'm sorry, there's no turning back from saying that this was all a hoax. I don't give a fuck about the change of tone, the change of heart, nothing. You mutha fuckers took a serious situation and endangered ALL just to defend a mustache. Fuck. I'm not sorry. #coronavirus	no					yes	yes
121	"Delhi police have registered a case under section 509 of the Indian Criminal Code against a man who allegedly spit on a woman belonging to Manipur and called her ""Krone"" in the Vijay Nagar area in northern Delhi last night."	yes	no	no	no	no	no	no
122	"False news seller Dhruv Rathee had said: ""The Crown virus will not spread outside China, we don't have to worry"" Has this guy ever said anything sensible?"	yes	no	no	yes	yes	no	no
123	This photo circulating on a case of #COVID19 in Kano allegedly reported by USERID is FALSE This image has been falsified to spread fear and panic Details of confirmed cases can be found through URL #FactsNotFear #COVID19Nigeria URL	yes		yes	yes	yes	yes	yes
124	"Senator Rand Paul, the guy who opposed the #coronavirus relief bill and the paid sick leave, showed positive on March 22 and is ON PAID MALADIO His father, and former congressman, Ron Paul, published an essay entitled ""The Hoax of Coronavirus"" on March 17."	yes	no		yes	yes	no	no
125	When India was fighting Crown, pigs like USERID were sharing false news to create panic for Congress propaganda. There is no shortage of EPIs. Students at Assam Medical University were testing EPIs as what can be used if shortages occur. URL	yes		yes	yes	yes	yes	yes
126	FOX News puts its viewers at risk by making them believe that the VOCID-19 pandemic was a deception. These viewers put the entire American population at risk and many people have lost their lives. FOX News must face a collective demand to hold them accountable. #FOXClassAction	no					no	yes
127	This is not a conspiracy tweet, but I really think COVID-19 has been here in the United States for a while. Do you remember how sick everyone was during the January holidays/principles? And how did everyone say they had the flu and the flu vaccine?	no					yes	yes
128	Fox News claims that it never called COVID-19 a scam. Let's check the receipts. URL	yes	no	yes	yes	yes	no	no
129	If U loves humanity, then pl stop sending any false msg abt #Hantavirus to avoid panic, when we already have hv enough to fight wid #Coronavirus. Hanta Virus spreads only from the urine, stools or saliva of an infected animal. Pl educate yourself &amp; RT for others to understand. #NoFakeNews URL	yes	no	yes	no	yes	no	no
130	Out of Chicago right now #coranavirus #forcedissolation #militarytrain #notahoax URL	no					no	no
131	Coronavirus: Founder of AltNews, Shekhar Gupta and others Propagate Unverified Claims by False Twitter Account URL	yes	no	yes	yes	yes	no	no
132	A message from the Ministry of Information urges the general public not to take into account any voice note circulating in WhatsApp that a helicopter will spray ‘antivirus' throughout the nation at 11:00 pm. This news is false and must be ignored in its entirety.	yes	no	yes	no	no	no	no
133	USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID USERID US	no					no	yes
134	- Create a fake account - Tweet False news - The journalists of Pidi RT &amp; Quote RT - Then the original request will quote RT - Create panic - Di Sorry - Deactivate the account URL	no					no	no
135	The Chinese Communist Party repressed information about the explosion #COVID19 from the world for political purposes. Instead of assuming responsibility they are actively pressing a propaganda campaign of conspiracy theory against the United States.	yes		yes	yes	yes	yes	yes
136	TOP #COVID19-FacePalm Doctor NAMES 1 Dr. HT Ong. Cardiologist Penang. Lawan City Council Reinforce sebab nak exercise mass MCO 2 Dr Adham. Minum air untuk bunuh. False information. Pseudoscience False security 3 Dr Osman. Reject tests. Infect everyone around you Continuous list URL	no					no	no
137	[Tweeting again with details in a single tweet so there is no alarm] Just IN: 38 years old #Covid19 positive man dies in Patna. He had severe kidney problems that left kidney failure shortly after returning from Qatar. It makes this 1st virus-connected death of someone who is not an older citizen.	yes		yes	no	yes	no	no
138	Fearmongering #PharmaFauci - who built his entire career in the causality of HIV-AIDS$ BOGUS by pushing a #FakeScience of the immune system &amp; imperial control of servile scholars, NOW thinks he will get away with it with this current scam on a petrified American public #coronavirus. NO!	yes	yes	yes	yes	yes	yes	yes
139	"#FakeNews playbook. Put the word ""FALSE"" in large purple letters on post Q clearly showing how the #Covid19 pandemic could not have been an accident, hoping the public won't see how far away from standard deviation all the ways it hurts Trump. URL"	no					yes	yes
140	After Nigeria recorded its first positive case #COVID19, a story became viral on social media. He claimed that the patient's taxi driver was demanding a payment not to spread the disease. The story was false, but the impact on Jude has been very real. URL	yes	no	yes	no	no	no	no
141	Scream to USERID &amp; USERID This is what true leadership looks like. They are kicking the ass of &amp; doing so with empathy &amp; respect, caring for our citizens while Trump is trying to make us believe he changed his mind about calling #Coronavirus a farce!	no					no	yes
142	I was beginning to think that the fearsome Coronavirus was really something to worry about. So this Pelosi movement happened, and everything became clear again. COVID-19 is a deception.	yes	yes	yes	yes	yes	yes	yes
143	Trump's timeline to handle the crisis crown: A month ago: it's a deception. Much exaggerated. Two weeks ago: this is serious. We must take steps to prevent its spread.	yes		yes	yes	yes	yes	yes
144	Know the facts about #COVID19. Don't share rumors &amp; spread disinformation unintentionally. Federal, state &amp; governments are publishing current and accurate information. To get help distinguishing rumors from facts, see USERID Coronavirus Rumor Control: URL URL	yes	no	yes	no	no	no	no
145	Patients with #COVID19 have had mild to severe respiratory diseases. Symptoms include fever, cough, or difficulty breathing. Learn more about the symptoms of COVID-19: URL URL	yes	no	yes	no	no	no	no
146	Hungarian judge Min. USERID sends the bill to Parliament: - State of emergency until the end of 2020 - Rule by decree - Parliament suspended - No elections/quick references - Spread false news and rumors punishable with up to 5 years in prison #COVID19 URL	yes		yes	no	yes	no	yes
147	#WATCH One airline staff calls on everyone not to spread rumors and instead to educate others about #COVID19, after being harassed by people in their housing society for allegedly spreading #Coronavirus. URL	yes	no	yes	no	no	no	no
148	Shameful that a person of your reputation spread false news/rumors in blind hatred for India and its traditions. India as a mark of respect came out on the balconies of PM USERID's call to applaud doctors, health and emergency workers. There was no other reason.	yes		yes	yes	no	no	no
149	Another 'false news' sold in India is that India is a vegetarian country, so it will not be affected by #CoronaVirus like China. Vegetarianism &amp; #Corona has no connection. + Vegetarianism in India is a myth, 80% of Indians are meat eaters!	yes	no	yes	no	yes	no	no
150	To date, Uganda has no confirmed case of #COVID19. There is an article claiming that Uganda confirms the 1st case of Coronavirus-this is NOT true and absolutely false. People, please stop spreading rumors. Our teams are working 24 hours a day to protect you &amp; keep COVID out of the URL	yes		yes	no	yes	no	no
151	My fraud warning published this morning, please read and share - Frank Figliuzzi : Coronavirus scam alert: From Starbucks fake coupons to taxpayer fraud, the cons are becoming viral.	yes		yes	no	no	no	yes
152	An online website has falsely reported that the government is likely to impose a financial emergency in India to deal with the crisis caused by #Covid19. Note that the story is malicious and false and that there is no such plan.	yes	no	yes	no	yes	no	no
153	China and the WHO Chief: Keep both of you responsible for the pandemic: An accusation of how the WHO Chief allegedly helped Chinese President #XiJinping hide the entire extent of #COVID19 for weeks in January, causing a global disaster. Read!	yes		yes	yes	yes	yes	yes
154	A million dirhams fine. 5 years in prison and deportation and ban of #UAE for sharing any unconfirmed or #FakeNews about #CoronaVirus on social media or whatsapp. #UAE Government The best announcement I've heard during this pandemic. Can we do this in #Pakistan?	yes	no	yes	no	no	no	yes
155	So far I know 2 ppl close to me that have tested positive for Crown. Both are recovering from pneumonia in the hospital. It is not a game or a conspiracy. Ppl donň do not need good wishes etc... they need you to stay home	yes			no	no	no	no
156	#FakeNews Alert #PIBFactCheck: The claim that Paracetamol can treat infection with #Coronavirus is false! Beware of #False remedies shared in #Covid19india. To get authentic information about #CoronavirusInIndia follow the USERID URL	yes	no	yes	no	yes	no	no
157	Prisoner released early for COVID-19's concerns allegedly broke into the woman's house, tied her to the tip of the knife, and threatened to kill her URL	yes	no	yes		yes	yes	yes
158	#CoronaVirus Fact Check Hop on and RT if you SUPPORT USERID.RT this tweet.RT COMMENTS with your handle @. FOLLOW US who you are commenting on.RIVE/COMMERCIAL BACK Follow USERID #CoronaVirusPandemic #FakeNews URL	no					no	no
159	Namaskaram, this message is not from Sadhguru. This is a fake message that is being distributed in WhatsApp. We ask you to delete these tweets.	yes			no	yes	no	no
160	The news is that since January, classified security briefings told Trump that a pandemic was coming. Trump did nothing, he told us it was a democratic deception, and that the fifteen cases would soon be none.	yes	no	yes	yes	yes	yes	yes
161	"Trump's decision to do nothing and call #COVID19 a ""hoax"" unnecessarily exposed millions of people who could have taken action if they had realized it correctly. There will be a river of blood that will stain Trump's little hands forever."	yes	no	yes	yes	no	yes	yes
162	Trump says we were early in #coronavirus. 2/26 The 15 (persons) within a couple of days is going to be near 0-28-28-28-One day, it's like a miracle, it will disappear 2-28-28-This is his new deception 3/12----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	yes	no	yes	yes	yes	no	yes
163	Real people telling the world that Pakistan is taking precautions against #CoronaVirusPakistan. But our fake media giving only hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. URL	yes	no	yes	yes	no	no	no
164	Maddow - the woman who has sold wild conspiracy lies and theories for 4 years - is asking Trump to stop his COVID-19 presses.	yes		yes	yes	yes	no	no
165	The fact that people refuse to stop meeting in big groups because they don't believe millions of Americans could die is Donald Trump's fault. It can't be said to their voters that the media lie about science is false &amp; they are surprised when they refuse to take Corona seriously.	yes	no	yes	yes	no	no	yes
166	This is called a presidential applause in the liberal media. USERID President says the American people are looking for hope and do not respond to this media sensationalism! Thank you for fighting for the American people during this #coronavirus. Fighting the URL #FakeNews	yes	no	yes	yes	no	no	no
167	"I repeat... China warned HERE of the New Crown virus in 2019 DEC... The President of the United States called it a ""hoax"" until about 10 days ago!!!"	yes	no	yes	yes	yes	no	yes
168	The Government of India issues advice to all social media platforms in order to stop the wrong information/#FakeNews on #Coronavirus. While #IndiaFightsCorona joins #Coronawrriors League Suspects an advance to be #Fake : #Whatsapp Us: +91 87997 11259☆ ✓- pibfactcheck@URL URL	yes	no	yes	no	no	no	yes
169	We don't like rumors. Please don't spread them. If you're telling people that Nat. Guard is going to impose martial law, please stop. It's not true. They're busy helping distribute medical supplies. Please and thank you. #COVID19 #kckpd #commonsense #norumors URL	yes	no	yes	no	no	no	no
170	Congress General Secy Mrs. USERID asks people not to be scared; don't spread false news; take precautions and wash your hands... #Corona URL	yes	no	yes	no	no	no	no
